,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,4,29,15,17,3,14,5,4,5,17,6,2
C#,8,100,23,31,11,23,44,14,78,6,235,57
D,6,8,11,55,1,17,7,4,20,6,37,19
D#,26,44,29,137,4,72,136,8,43,20,151,104
E,1,32,2,15,7,1,4,7,12,4,13,7
F,5,82,27,46,10,56,72,13,36,17,60,27
F#,16,147,15,264,25,36,203,4,48,25,154,21
G,7,15,8,24,25,4,3,22,8,1,6,1
G#,4,41,19,54,17,91,99,2,77,6,39,64
A,12,22,1,16,6,29,15,2,6,23,14,7
A#,17,62,32,81,7,72,287,37,94,10,146,50
B,10,48,9,34,2,26,85,3,86,19,34,89
