,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,194,24,67,42,19,138,11,32,4,62,154,35
C#,17,34,31,3,10,14,5,11,4,48,35,42
D,146,6,388,76,99,74,13,60,24,192,64,20
D#,36,19,99,19,50,35,14,6,11,65,63,1
E,27,38,140,16,175,176,42,20,1,122,16,22
F,60,13,86,114,192,242,33,162,20,62,85,20
F#,12,6,9,4,11,41,29,62,7,4,12,109
G,121,11,31,11,22,163,50,80,37,78,20,32
G#,5,2,4,4,12,1,21,17,19,71,11,12
A,53,44,228,48,84,147,10,150,34,418,113,20
A#,70,15,48,74,41,42,11,21,23,206,161,30
B,46,34,7,7,38,17,58,3,14,20,8,26
