,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,12,2,5,20,29,12,11,4,7,5,4,2
C#,2,8,4,3,4,6,13,8,3,1,1,2
D,1,2,6,4,2,10,4,4,4,6,9,2
D#,4,5,2,2,6,4,10,17,17,2,4,1
E,2,4,8,15,61,4,7,4,37,9,4,20
F,4,5,2,2,2,10,1,2,9,8,1,6
F#,2,3,4,2,5,1,20,6,12,16,8,10
G,22,4,6,4,4,2,4,1,2,4,4,1
G#,2,11,7,2,16,4,9,2,4,2,3,4
A,18,3,2,7,2,1,6,2,8,11,2,5
A#,3,2,6,4,10,1,3,12,4,2,11,1
B,2,6,8,19,37,4,6,6,7,3,2,4
