,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,8,29,4,7,9,12,14,1,6,1,20,1
C#,18,13,2,16,9,39,16,2,12,3,14,6
D,1,1,3,5,2,16,7,13,1,1,1,21
D#,1,23,4,16,2,37,19,6,4,4,13,3
E,1,5,4,1,2,11,3,10,8,2,5,2
F,9,5,6,35,7,36,23,6,25,12,46,2
F#,4,10,2,10,4,20,24,2,4,4,35,3
G,21,2,1,2,11,4,1,2,4,7,4,6
G#,2,8,3,26,4,10,18,2,4,22,10,6
A,8,3,3,13,1,6,1,3,18,13,5,2
A#,32,42,5,17,6,17,16,2,7,11,60,9
B,2,1,2,2,10,2,2,4,3,1,3,3
