,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,89,29,44,38,41,30,71,55,33,13,41,25
C#,32,71,4,16,12,11,7,8,10,33,22,38
D,53,15,67,70,12,64,1,20,15,7,25,14
D#,46,40,70,242,9,73,22,105,41,9,58,12
E,34,11,16,28,64,12,7,61,18,13,5,11
F,23,11,44,103,34,87,21,88,40,10,41,7
F#,3,9,7,12,12,29,54,9,12,10,27,15
G,59,7,41,72,53,109,16,234,48,22,74,24
G#,20,6,3,41,16,39,32,66,94,5,63,30
A,21,2,6,3,8,15,1,26,14,38,24,20
A#,27,25,33,83,2,23,27,76,67,33,238,22
B,31,5,28,19,17,17,11,11,23,18,38,81
