,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,53,23,10,21,8,69,5,35,27,9,34,12
C#,41,16,1,5,4,13,7,4,10,23,18,36
D,4,2,2,7,2,12,4,4,1,2,5,5
D#,13,25,1,6,3,4,2,6,27,5,23,2
E,7,4,20,24,4,12,8,10,4,2,13,9
F,31,12,1,27,5,31,6,33,32,21,11,9
F#,7,10,6,3,26,10,5,7,2,3,2,16
G,20,10,14,18,5,27,1,12,6,10,17,3
G#,47,4,6,12,11,10,4,23,9,28,13,4
A,25,8,5,2,5,15,5,1,4,7,1,13
A#,39,10,6,14,12,13,10,8,17,6,24,3
B,18,3,6,2,2,2,22,18,4,22,1,15
