,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,9,22,5,24,2,10,18,2,38,5,10,3
C#,22,43,4,24,6,71,27,2,58,4,30,9
D,1,2,4,3,3,4,17,9,4,1,17,21
D#,17,20,3,11,5,21,27,6,30,1,15,1
E,1,3,25,4,88,11,3,8,8,28,1,1
F,15,55,2,28,2,23,27,5,48,2,10,5
F#,37,31,30,20,4,16,17,3,41,2,17,1
G,2,2,1,1,2,3,5,2,10,3,5,2
G#,31,81,1,29,2,48,35,9,101,7,39,4
A,3,3,1,3,1,8,6,3,4,2,4,5
A#,5,31,1,8,4,13,23,6,38,2,16,5
B,6,6,13,2,1,2,1,6,7,6,5,1
