,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,14,25,13,15,12,22,1,3,97,6,34,10
C#,35,39,6,18,12,40,6,17,75,15,36,23
D,4,8,35,12,15,2,22,8,9,10,6,9
D#,49,46,11,31,3,10,9,15,59,6,39,26
E,3,27,12,39,33,2,3,3,26,9,6,48
F,34,62,5,41,9,25,15,10,13,6,18,6
F#,3,6,1,19,3,14,12,11,21,2,4,3
G,14,13,6,32,6,19,2,6,10,3,6,4
G#,40,78,18,60,67,91,12,23,70,6,20,50
A,3,19,3,4,12,3,11,5,5,5,2,15
A#,8,3,6,31,3,22,13,42,39,6,17,12
B,12,15,3,3,33,4,3,3,111,9,14,26
