,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,25,2,24,14,43,41,7,32,3,36,16,21
C#,4,1,10,4,5,1,84,8,51,5,6,58
D,22,8,56,5,92,64,4,20,12,49,16,7
D#,8,4,5,1,4,12,2,7,5,3,39,5
E,45,8,107,3,94,100,3,17,13,39,8,24
F,31,1,49,12,113,54,9,41,13,100,26,15
F#,6,74,4,11,6,16,1,2,25,8,1,186
G,29,3,6,4,15,51,2,24,12,36,24,2
G#,3,103,10,5,12,4,47,19,4,14,4,29
A,48,6,48,20,37,92,7,29,17,166,44,33
A#,21,10,27,3,13,27,11,8,2,34,13,19
B,22,1,9,89,27,8,2,1,23,38,14,16
