,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,158,20,26,79,44,68,10,67,101,21,43,11
C#,19,63,12,47,23,27,9,25,64,9,55,5
D,23,10,29,25,11,16,2,18,28,5,9,22
D#,85,63,22,157,9,55,13,39,86,10,44,18
E,52,28,18,16,37,11,5,25,46,11,13,17
F,72,34,16,61,11,70,4,27,56,12,30,5
F#,14,10,2,21,8,6,27,1,26,16,6,12
G,62,27,18,38,32,38,6,73,26,13,40,15
G#,99,53,23,96,58,69,24,25,256,4,32,38
A,16,6,8,12,9,7,23,14,11,14,9,8
A#,38,35,14,31,19,22,7,52,47,10,49,17
B,10,9,10,17,18,9,19,22,30,12,12,70
