,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,57,3,17,20,74,28,13,32,10,64,16,39
C#,7,6,8,9,19,12,4,13,9,9,8,9
D,21,19,29,7,35,34,11,12,20,31,13,22
D#,15,6,13,24,32,15,13,15,7,14,12,18
E,60,9,39,20,91,34,11,58,51,78,23,58
F,29,9,34,13,52,36,4,15,20,31,3,30
F#,10,3,5,12,11,15,12,7,10,21,1,15
G,35,15,21,10,38,17,11,41,7,22,23,23
G#,23,6,22,8,23,20,13,9,28,5,5,41
A,78,21,18,30,77,29,10,13,17,66,11,31
A#,18,7,12,8,17,5,4,23,4,20,10,5
B,21,9,36,23,62,31,16,25,20,40,8,50
