,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,3,2,2,5,4,3,3,2,5,5,1,6
C#,1,20,3,2,14,23,12,1,6,9,3,7
D,4,7,7,1,1,1,4,1,3,1,1,5
D#,2,4,1,7,4,5,6,1,1,2,5,9
E,9,9,8,5,31,2,6,4,15,9,1,18
F,2,10,1,4,2,1,2,3,2,3,10,1
F#,6,7,2,4,10,1,13,1,10,9,1,6
G,6,2,1,12,4,1,3,15,1,2,2,3
G#,3,10,4,8,18,1,4,2,24,6,1,17
A,5,12,2,7,8,3,6,1,6,22,2,10
A#,1,1,1,5,2,1,2,1,4,2,1,1
B,1,6,6,4,22,3,3,4,18,14,1,75
