,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,58,23,18,82,8,22,14,4,72,6,12,6
C#,9,43,13,61,57,51,16,3,95,40,38,7
D,13,6,81,15,6,6,13,16,3,20,17,1
D#,99,31,11,216,2,12,46,18,96,1,34,10
E,8,43,2,16,9,27,2,117,22,48,3,4
F,17,47,4,3,28,15,10,3,88,160,11,6
F#,6,14,3,4,6,13,19,3,36,18,14,57
G,12,3,10,24,15,3,5,9,5,22,17,2
G#,44,134,3,97,17,69,11,7,74,4,54,2
A,10,32,16,9,53,15,15,19,4,42,25,2
A#,38,41,57,50,1,7,10,26,20,15,30,13
B,12,2,16,96,15,8,4,2,2,4,6,6
