,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,42,14,4,39,11,13,3,18,41,1,12,3
C#,12,9,5,17,1,12,10,10,26,3,15,2
D,4,2,7,12,1,5,1,6,5,3,2,4
D#,42,23,5,39,4,20,2,11,39,1,11,1
E,7,9,3,5,1,3,2,5,5,1,3,27
F,18,7,9,15,5,11,1,16,26,1,14,4
F#,4,5,1,2,17,2,30,16,3,22,12,9
G,12,9,9,14,5,11,15,25,20,1,7,6
G#,41,20,5,43,4,34,6,17,53,18,15,5
A,1,1,19,1,1,1,1,19,2,1,2,2
A#,11,11,3,9,8,10,3,9,20,1,11,1
B,8,2,1,2,3,5,1,2,2,26,2,1
