,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,10,1,9,13,23,65,1,3,3,13,2,12
C#,2,28,2,9,37,2,15,2,27,7,5,4
D,2,2,11,24,7,13,10,13,3,5,25,9
D#,6,5,24,8,13,2,20,6,6,11,2,26
E,8,26,2,11,61,1,17,48,65,22,2,30
F,2,18,1,14,3,4,3,37,8,37,29,4
F#,8,9,47,18,8,1,27,2,8,41,10,26
G,9,7,8,4,7,49,1,11,6,89,24,28
G#,7,30,2,8,51,6,4,1,27,3,3,54
A,30,15,5,21,5,1,20,74,1,9,2,18
A#,50,4,18,2,22,3,9,7,3,56,125,4
B,6,13,32,15,56,1,31,8,36,16,1,36
