,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,2,18,38,3,2,2,1,1,11,2,43,6
C#,4,10,23,9,2,9,50,6,5,9,12,46
D,40,36,4,60,13,36,32,5,5,18,20,32
D#,1,28,78,33,21,55,28,2,40,2,50,27
E,1,7,9,10,8,22,17,13,7,5,2,16
F,10,9,17,110,11,8,58,26,26,1,13,14
F#,2,20,41,32,18,66,25,34,28,14,56,61
G,3,1,12,8,15,39,22,6,48,4,19,17
G#,9,12,2,23,5,33,67,70,4,3,79,51
A,1,12,2,7,12,9,8,6,5,1,2,9
A#,32,20,14,60,1,14,41,14,139,3,75,26
B,6,30,43,17,15,19,49,11,42,7,66,58
