,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,146,10,18,72,48,38,4,62,19,16,33,48
C#,2,87,16,29,153,97,50,38,36,2,34,12
D,12,12,54,42,14,99,66,46,42,41,25,14
D#,52,50,9,207,18,12,67,208,260,16,104,85
E,52,60,4,38,41,8,47,80,44,33,29,18
F,23,54,23,16,11,46,20,63,75,26,48,4
F#,2,35,18,42,39,6,83,22,14,8,63,120
G,91,31,9,107,27,21,10,258,48,16,239,79
G#,76,70,12,174,28,26,18,31,133,12,63,140
A,26,14,62,4,18,25,4,3,6,74,6,4
A#,20,64,84,183,50,53,38,97,40,4,219,42
B,8,24,158,174,18,10,49,28,66,8,30,181
