,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,14,37,5,48,6,11,14,7,28,6,13,14
C#,37,45,2,64,53,9,56,8,30,24,29,55
D,4,10,8,11,7,11,9,59,8,1,9,6
D#,47,62,19,96,75,31,55,11,73,19,30,45
E,9,68,9,77,109,3,98,8,56,32,17,91
F,13,14,5,21,13,8,10,14,19,3,5,4
F#,6,42,2,68,98,10,127,5,70,43,22,75
G,8,10,3,20,3,11,6,15,22,3,9,3
G#,34,40,17,55,74,17,56,24,97,39,31,53
A,10,21,1,13,38,3,46,1,50,25,1,23
A#,18,22,5,39,9,6,22,10,31,5,18,22
B,3,41,8,52,92,9,69,10,53,32,23,102
