,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,8,6,4,20,11,19,21,13,7,2,16,6
C#,25,182,27,34,50,30,69,6,36,36,59,112
D,7,66,68,49,30,90,27,20,32,24,58,23
D#,2,88,75,109,12,36,136,56,67,16,139,52
E,4,50,36,36,41,8,23,19,31,65,3,13
F,22,30,42,81,10,66,48,16,78,12,125,43
F#,9,54,26,94,58,97,72,12,24,24,194,63
G,3,14,14,39,6,34,7,24,17,10,84,4
G#,4,23,34,35,24,57,80,20,50,9,90,131
A,10,30,17,37,54,8,30,3,53,103,33,9
A#,14,76,99,200,11,125,106,73,124,36,367,49
B,5,47,52,55,29,3,108,7,38,50,111,60
