,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,10,14,5,58,9,11,14,1,17,1,14,1
C#,20,89,5,23,9,93,15,11,62,3,30,6
D,18,2,5,9,2,20,7,13,6,1,2,21
D#,17,20,2,28,2,26,80,6,52,1,20,3
E,1,5,4,1,5,2,3,10,8,2,6,2
F,12,33,3,26,2,28,23,7,88,1,24,2
F#,11,12,3,39,4,18,27,6,39,13,14,10
G,21,2,1,5,11,2,1,2,11,7,8,6
G#,42,132,11,26,2,30,10,7,170,22,35,14
A,1,2,3,1,1,19,1,3,18,13,8,2
A#,14,45,2,31,2,16,8,2,32,2,37,9
B,5,11,2,8,10,1,6,4,3,1,6,13
