,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,281,81,44,44,19,59,11,114,116,7,80,14
C#,107,95,6,53,50,48,6,20,13,31,87,29
D,10,10,10,2,1,17,6,3,7,1,17,37
D#,50,84,45,38,16,31,9,5,40,17,27,46
E,51,95,19,19,36,16,4,26,11,7,5,6
F,105,44,21,53,24,93,9,62,66,2,53,33
F#,6,1,5,13,17,6,12,2,26,2,26,3
G,78,15,5,16,81,77,5,97,92,2,63,3
G#,70,21,1,58,9,155,36,96,88,8,71,20
A,1,25,3,5,13,5,20,3,7,11,3,3
A#,51,44,26,37,13,50,16,96,90,2,34,30
B,11,29,24,25,12,9,7,2,77,9,23,13
