,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,17,24,5,6,18,3,5,2,10,32,7,13
C#,26,163,154,26,134,10,70,12,45,107,6,135
D,14,170,159,3,120,32,102,32,22,76,14,84
D#,3,19,4,24,64,167,18,1,6,11,175,10
E,11,120,154,23,232,15,108,66,103,170,7,96
F,2,4,9,1,29,23,36,7,26,17,13,17
F#,7,52,77,38,115,32,136,47,75,111,17,87
G,9,15,28,2,61,15,62,47,10,31,5,46
G#,11,55,17,11,73,19,83,12,91,136,7,82
A,28,113,118,11,117,18,99,60,122,283,15,171
A#,3,21,12,228,9,1,1,9,4,20,40,27
B,11,131,91,15,133,16,74,36,83,161,16,106
