,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,114,47,1,30,33,95,7,69,88,1,94,11
C#,68,26,1,12,10,12,29,83,28,7,44,9
D,10,7,4,17,61,23,1,94,33,27,32,2
D#,20,45,21,109,8,20,13,16,48,15,25,2
E,36,9,7,10,22,29,6,26,7,9,41,33
F,121,66,27,47,57,34,2,59,49,29,59,13
F#,6,20,2,13,28,17,17,8,5,3,7,2
G,53,41,19,36,11,89,8,14,118,5,47,8
G#,48,39,18,29,4,120,23,92,42,9,76,23
A,12,12,1,16,3,1,2,24,6,25,3,11
A#,77,23,22,17,35,82,6,61,94,8,62,11
B,24,6,6,7,1,12,1,5,5,16,8,4
