,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,9,1,2,32,19,1,3,6,1,3,1,5
C#,12,9,11,1,37,69,4,21,39,2,112,2
D,3,10,19,1,10,7,28,7,16,6,2,3
D#,16,68,2,2,5,15,7,1,38,3,2,4
E,6,24,5,1,22,2,7,47,2,20,2,12
F,1,47,2,3,1,2,50,3,5,6,1,1
F#,1,6,12,3,3,44,16,2,69,18,3,15
G,14,21,9,2,6,4,2,29,1,6,22,12
G#,1,40,16,27,1,1,88,2,2,5,17,53
A,11,13,20,1,8,2,6,4,136,33,1,5
A#,20,26,2,26,2,2,81,15,1,3,7,2
B,6,1,13,11,12,37,6,6,53,2,4,10
