,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,3,11,2,9,48,6,8,82,13,1,11,15
C#,19,40,6,33,10,46,34,8,46,6,41,39
D,2,16,7,6,11,13,6,2,15,5,16,8
D#,10,33,14,44,9,25,46,5,27,8,43,30
E,1,4,2,14,4,4,1,7,5,1,4,14
F,6,42,17,25,2,19,35,61,33,8,35,19
F#,10,48,11,45,7,30,48,2,38,11,53,25
G,109,3,4,3,3,1,7,3,4,3,6,3
G#,14,42,8,31,9,37,55,2,42,3,46,22
A,1,4,2,2,5,8,6,5,7,6,13,3
A#,8,46,12,54,5,38,51,4,51,6,62,33
B,5,39,11,28,7,14,31,2,30,4,40,25
