,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,20,13,11,4,14,1,31,18,7,38,5,15
C#,9,86,32,7,64,16,60,38,21,32,79,73
D,17,38,133,21,26,15,102,56,18,37,13,152
D#,6,3,15,35,17,6,22,10,19,3,8,25
E,22,82,35,15,90,2,75,67,12,14,27,61
F,3,21,7,3,10,13,22,1,21,4,1,13
F#,31,53,96,23,64,29,176,32,11,53,50,116
G,21,36,54,3,82,3,36,70,5,15,20,92
G#,4,25,8,12,14,17,14,6,26,7,7,53
A,21,28,57,4,20,1,56,24,6,38,7,21
A#,1,47,13,21,47,3,55,20,7,6,52,31
B,13,85,166,22,55,11,85,95,47,39,34,161
