,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,40,19,16,50,17,55,14,11,35,33,32,10
C#,34,24,2,11,8,34,16,22,10,13,25,6
D,6,2,22,18,8,27,20,31,21,11,19,6
D#,27,13,12,33,4,13,9,31,41,20,35,2
E,33,4,4,4,12,17,2,38,1,16,6,2
F,20,11,16,32,24,59,4,24,42,16,29,18
F#,23,6,6,14,5,16,7,2,8,14,7,9
G,24,27,11,13,17,15,6,20,9,4,86,3
G#,35,24,30,35,16,15,16,17,31,8,2,11
A,54,13,35,8,8,18,2,11,4,27,5,2
A#,34,58,21,18,30,4,7,24,37,13,46,2
B,2,4,16,4,3,22,5,4,5,4,2,8
