,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,83,26,125,51,36,34,7,19,32,11,41,112
C#,42,21,16,3,1,13,14,7,2,6,5,2
D,128,7,62,123,13,59,4,32,15,9,24,26
D#,20,21,113,91,11,158,15,50,18,12,18,10
E,24,3,11,4,27,85,5,33,5,2,5,4
F,24,6,50,176,72,87,15,96,37,9,31,6
F#,8,10,9,1,4,7,1,89,40,2,8,45
G,32,3,24,33,33,97,58,125,103,20,49,30
G#,32,6,18,9,4,33,50,88,57,34,76,2
A,26,4,12,1,1,7,9,12,6,8,82,15
A#,23,19,26,40,2,21,2,44,93,55,149,28
B,136,2,36,5,4,8,3,12,1,15,13,24
