,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,66,7,53,46,261,3,17,46,6,10,2,33
C#,2,6,17,8,6,4,11,20,6,19,53,14
D,43,3,153,12,45,40,75,195,31,80,4,27
D#,6,12,16,18,38,4,12,28,28,6,2,4
E,31,3,57,8,59,7,24,185,39,122,15,35
F,26,9,3,4,10,4,9,24,58,4,34,15
F#,6,8,29,6,37,3,6,28,13,69,49,42
G,161,14,34,6,12,4,41,173,7,99,10,244
G#,52,9,6,23,16,13,8,2,8,9,18,29
A,121,21,98,6,57,8,15,47,6,128,8,65
A#,8,14,56,6,36,4,5,12,34,13,10,8
B,36,6,217,24,83,16,24,57,22,45,8,25
