,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,76,14,7,13,20,61,2,10,28,2,27,27
C#,23,14,6,15,2,7,31,4,2,16,7,1
D,11,10,2,8,1,1,13,1,2,3,6,3
D#,11,18,7,14,3,1,9,6,21,1,2,3
E,17,2,4,8,13,16,1,1,1,2,2,10
F,53,13,3,10,6,83,7,4,12,1,10,5
F#,2,19,13,6,2,9,16,2,3,11,2,14
G,12,2,61,7,1,13,1,7,14,40,9,5
G#,30,2,2,13,4,2,2,27,59,5,22,15
A,3,1,49,1,2,1,7,44,27,16,10,7
A#,23,9,1,3,2,9,5,6,30,5,10,2
B,2,8,3,1,9,1,11,4,12,11,19,2
