,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,25,3,12,1,10,35,1,19,3,27,4,2
C#,26,26,1,19,9,2,5,1,6,6,1,4
D,17,2,5,9,3,5,7,7,1,5,4,3
D#,2,18,4,1,10,23,20,3,5,2,12,3
E,5,6,2,7,3,6,11,9,5,7,1,5
F,32,24,10,2,3,16,16,7,13,18,9,9
F#,6,12,1,31,9,20,14,1,9,1,13,2
G,20,2,8,4,12,15,1,6,1,8,1,1
G#,1,8,1,8,3,10,5,6,7,1,9,1
A,27,2,5,7,1,22,1,12,5,10,3,1
A#,3,24,1,8,3,4,17,8,1,2,1,1
B,3,5,4,1,1,3,3,3,2,1,2,1
