,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,101,4,52,8,8,6,5,3,4,17,3,107
C#,9,27,55,48,28,5,29,3,6,25,36,144
D,98,62,173,6,83,18,6,20,5,11,2,24
D#,1,55,6,17,135,13,45,1,10,8,1,38
E,11,53,135,137,240,36,142,20,31,40,5,37
F,1,2,4,1,55,24,13,27,5,2,1,2
F#,1,7,14,53,191,2,68,42,138,40,20,45
G,17,5,12,1,19,45,67,189,7,49,6,7
G#,3,21,3,1,55,1,130,5,15,136,13,59
A,26,8,24,6,10,6,59,102,142,110,11,163
A#,4,27,5,3,6,1,11,1,2,4,12,76
B,58,129,28,39,58,2,46,14,77,219,32,188
