,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,4,6,1,9,3,1,6,12,11,2,1,1
C#,6,27,2,30,11,3,10,7,30,8,7,7
D,1,1,3,1,1,9,1,1,2,3,2,2
D#,10,19,4,15,8,4,14,4,23,4,5,4
E,3,20,1,6,10,6,3,5,20,6,10,7
F,1,4,1,6,5,1,2,10,2,2,5,7
F#,6,8,1,8,12,3,12,1,14,3,4,4
G,1,7,16,2,7,1,1,3,8,2,1,1
G#,10,29,11,25,20,3,14,5,39,8,6,10
A,2,8,1,5,4,1,2,6,9,2,2,1
A#,1,9,3,5,2,2,3,1,3,2,1,3
B,3,8,5,2,2,2,8,7,9,3,4,6
