,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,9,28,2,15,14,6,7,7,10,9,8,5
C#,15,87,18,49,37,10,22,14,35,21,23,20
D,13,9,9,10,2,8,10,5,7,3,1,9
D#,18,49,2,34,32,5,22,9,26,5,14,19
E,5,43,9,29,11,12,26,17,31,19,10,13
F,5,8,8,3,5,10,27,4,9,8,5,8
F#,14,31,12,18,35,7,26,10,42,19,3,5
G,3,10,1,12,21,3,3,9,21,6,16,14
G#,7,47,6,25,41,20,32,14,61,27,19,21
A,11,10,8,9,8,8,34,4,22,21,9,14
A#,9,17,3,17,10,5,2,19,17,3,15,20
B,11,12,9,14,10,6,11,6,38,17,14,24
