,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,14,10,15,2,8,14,6,4,5,17,6,12
C#,18,2,23,4,5,4,14,18,1,6,4,3
D,6,10,20,11,1,12,7,3,25,6,16,1
D#,4,7,2,4,4,10,12,33,3,20,2,15
E,4,2,5,5,1,1,4,1,5,4,1,4
F,5,82,26,10,2,56,3,1,1,17,12,28
F#,6,10,8,20,5,2,38,1,9,25,7,13
G,7,4,8,52,1,8,3,11,1,1,18,1
G#,4,8,30,1,5,38,7,12,3,6,3,2
A,12,22,1,16,6,29,15,2,3,23,14,7
A#,17,1,6,2,1,9,12,45,2,10,5,2
B,10,3,13,13,1,2,14,16,4,3,3,13
