,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,20,7,6,8,14,14,10,4,33,12,15,14
C#,2,2,4,4,8,4,6,1,14,10,3,6
D,16,4,34,8,10,10,6,8,4,2,2,26
D#,2,16,2,14,8,2,22,8,30,2,2,2
E,4,4,13,6,43,8,10,21,6,10,2,12
F,2,3,4,8,6,18,6,2,10,22,2,6
F#,4,4,4,14,12,8,18,21,2,4,4,27
G,10,10,4,6,8,4,14,16,2,18,2,30
G#,2,18,4,19,8,4,10,8,4,2,2,11
A,16,4,10,8,13,3,12,12,15,12,24,18
A#,3,4,3,7,2,2,7,2,9,41,2,15
B,14,6,32,8,23,4,8,24,6,18,14,35
