,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,195,42,18,249,130,248,6,58,56,59,63,6
C#,41,29,13,93,30,78,38,12,28,2,31,7
D,13,6,81,15,6,57,13,16,10,20,17,1
D#,61,53,11,220,10,25,56,122,256,1,61,10
E,7,7,7,10,44,27,13,117,23,22,25,4
F,72,29,16,16,28,215,20,33,128,160,57,6
F#,2,16,3,13,9,7,88,10,12,14,30,57
G,120,22,10,6,15,47,5,43,23,22,158,8
G#,271,62,7,43,4,34,2,32,103,15,38,67
A,221,10,16,9,6,15,4,19,6,37,25,8
A#,116,110,57,115,9,20,10,17,29,15,17,13
B,12,16,16,96,15,8,4,3,10,4,6,6
