,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,12,7,5,2,17,14,4,41,1,25,10,1
C#,3,26,11,9,36,15,39,20,15,62,18,25
D,8,27,80,5,61,44,48,34,13,119,33,23
D#,1,6,9,6,8,62,6,64,7,6,1,7
E,12,75,99,5,54,28,6,18,12,77,24,33
F,1,23,37,80,71,24,12,6,1,35,13,11
F#,16,17,24,91,28,7,49,4,15,44,5,28
G,4,17,23,60,2,18,13,8,5,33,7,7
G#,1,11,15,7,15,2,20,4,40,17,1,7
A,23,39,147,11,90,67,12,27,15,337,34,23
A#,15,17,9,9,9,5,15,8,12,54,14,8
B,2,14,35,3,52,10,13,8,4,16,15,44
