,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,65,9,13,4,8,23,4,13,30,36,15,5
C#,10,35,6,7,3,18,10,5,31,2,16,7
D,11,1,14,3,28,7,1,3,2,2,5,6
D#,10,7,2,10,6,7,8,3,16,6,18,1
E,19,7,18,3,16,28,2,7,2,3,12,5
F,29,41,14,5,27,63,5,19,24,9,57,9
F#,6,8,2,21,4,7,8,2,5,10,9,2
G,6,13,3,2,16,23,2,12,4,20,54,5
G#,21,26,4,14,2,38,10,4,30,2,12,6
A,25,9,1,4,1,22,10,20,4,23,10,6
A#,18,5,5,16,1,58,16,56,14,13,77,2
B,5,6,3,1,4,8,3,4,11,1,6,14
