,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,132,16,21,163,69,4,14,49,35,58,33,13
C#,28,30,43,44,34,10,6,14,6,16,3,10
D,30,30,30,38,80,32,3,39,6,62,74,8
D#,54,18,54,171,7,22,16,96,135,28,6,3
E,15,40,65,6,41,21,34,6,3,49,8,18
F,49,3,99,27,28,4,7,6,49,193,16,3
F#,6,8,3,15,29,6,33,31,5,6,2,24
G,53,36,16,27,80,23,3,175,37,150,40,30
G#,142,16,6,46,6,16,4,45,116,5,38,2
A,153,33,3,25,29,58,42,6,2,207,68,17
A#,10,8,35,28,20,4,3,14,28,3,38,8
B,18,4,18,15,10,3,7,3,3,21,2,15
