,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,15,66,9,62,2,6,12,50,26,2,12,28
C#,31,132,15,46,54,173,27,21,71,2,13,2
D,9,15,16,2,21,16,17,32,3,22,3,6
D#,12,50,4,23,14,27,139,12,85,4,6,4
E,4,8,6,12,11,41,8,34,44,2,6,4
F,12,25,17,14,34,43,35,38,211,4,18,4
F#,2,22,8,50,8,24,27,12,110,22,58,4
G,46,19,17,14,22,16,28,2,45,16,31,4
G#,92,216,4,114,33,66,46,43,148,8,22,18
A,4,12,21,2,4,3,14,4,16,4,16,2
A#,33,42,13,35,10,16,4,52,48,4,14,10
B,36,59,64,4,14,1,8,1,2,6,15,28
