,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,9,3,66,6,58,17,39,38,38,4,12,26
C#,6,5,28,6,208,84,21,4,17,19,53,11
D,31,41,183,12,80,23,176,144,31,161,4,16
D#,3,48,16,6,38,18,36,20,91,6,4,35
E,10,36,67,38,151,15,72,187,15,148,15,40
F,3,9,33,8,18,14,9,21,58,6,34,36
F#,4,17,23,6,42,3,13,56,13,237,49,36
G,91,18,69,12,72,7,57,11,6,82,38,135
G#,109,9,6,23,16,13,8,3,66,42,18,9
A,59,154,265,6,48,63,52,60,36,279,8,96
A#,8,1,56,6,36,4,5,12,34,13,10,6
B,21,33,93,50,64,3,6,33,22,66,6,61
