,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,117,1,10,33,124,32,5,65,38,20,14,8
C#,2,44,4,21,25,115,41,2,51,3,7,3
D,18,1,45,2,25,113,2,46,3,7,6,15
D#,16,8,9,69,2,18,102,50,55,2,2,7
E,53,7,26,2,42,3,47,105,46,24,29,1
F,15,12,41,6,20,62,20,66,151,40,62,6
F#,22,23,1,10,39,1,25,22,13,1,101,19
G,114,9,43,26,29,51,7,109,10,19,51,53
G#,54,142,6,45,11,31,13,9,61,4,10,64
A,33,2,6,14,14,24,1,32,2,44,9,3
A#,16,51,45,58,2,31,17,23,12,8,100,1
B,7,18,56,45,15,10,3,13,8,12,2,19
