,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,31,2,5,12,85,10,1,19,16,14,3,7
C#,3,15,1,1,12,15,6,4,7,4,6,8
D,9,1,8,2,34,19,4,4,1,11,1,8
D#,4,1,1,13,15,1,4,5,6,2,1,1
E,43,2,12,2,39,17,4,53,12,49,1,8
F,13,9,11,1,11,15,3,6,17,9,6,9
F#,3,3,3,28,2,1,2,4,4,11,2,49
G,42,4,13,8,18,5,17,21,1,7,2,19
G#,17,12,8,2,8,11,2,1,9,3,1,4
A,33,13,24,2,17,7,10,10,2,13,1,3
A#,2,12,5,1,10,4,1,2,1,1,2,10
B,5,5,14,40,15,5,48,8,32,11,11,5
