,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,1,4,14,1,15,41,4,2,5,11,68,19
C#,1,15,16,2,2,14,4,2,7,6,45,22
D,8,12,30,3,81,31,3,1,8,26,5,6
D#,33,27,3,17,9,20,8,58,59,8,8,3
E,16,9,20,6,22,16,30,18,36,67,4,60
F,5,27,8,20,9,5,12,39,5,70,4,5
F#,6,3,1,8,12,2,7,10,10,33,24,30
G,8,1,4,16,5,4,2,2,10,6,21,40
G#,6,7,30,1,4,1,4,1,10,9,46,9
A,38,7,56,12,101,3,11,3,1,32,1,15
A#,35,17,1,18,14,2,6,9,50,3,10,24
B,28,12,26,61,30,25,12,4,7,46,1,10
