,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,121,4,21,21,72,86,19,23,4,138,33,26
C#,1,18,4,14,9,4,1,15,6,9,16,5
D,18,4,66,18,34,54,7,37,19,54,64,29
D#,12,5,18,56,21,13,23,23,15,26,15,21
E,100,11,41,14,121,38,6,29,20,72,23,35
F,71,2,67,9,48,113,4,22,20,85,24,25
F#,19,5,7,18,5,5,20,9,5,27,10,12
G,40,10,36,19,34,15,8,70,12,18,31,17
G#,7,5,17,18,18,17,6,5,23,10,12,22
A,123,10,55,24,90,84,29,30,6,137,12,31
A#,37,17,40,10,26,28,12,36,5,20,45,16
B,18,11,32,27,32,33,7,11,25,36,7,58
