,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,9,6,23,17,3,5,4,4,2,10,10,2
C#,3,1,58,4,8,8,2,1,3,24,4,33
D,21,50,8,21,58,20,27,8,3,30,20,19
D#,7,4,22,12,14,15,1,12,1,4,2,6
E,2,20,39,14,7,13,78,7,2,19,1,4
F,2,8,17,12,15,11,1,24,4,13,15,4
F#,1,1,28,4,65,1,12,63,7,19,9,6
G,6,3,10,12,19,27,47,18,11,22,14,10
G#,3,5,4,4,1,3,11,10,9,11,5,8
A,14,7,54,2,5,2,15,36,12,31,31,30
A#,23,1,12,2,4,15,12,10,4,30,36,4
B,4,43,11,16,6,2,9,7,2,26,4,6
