,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,15,10,9,3,1,6,12,50,1,2,12,28
C#,10,16,18,23,53,2,16,21,5,19,3,23
D,9,21,8,3,21,16,25,32,6,6,3,8
D#,1,4,3,3,25,8,14,12,3,3,1,4
E,2,20,8,15,70,41,25,34,21,68,1,20
F,12,25,17,14,34,43,9,38,3,3,18,4
F#,2,14,4,9,30,1,13,12,19,14,58,21
G,46,19,17,14,22,16,28,2,4,16,31,4
G#,1,2,16,1,7,66,7,43,3,19,22,25
A,4,79,5,4,16,4,6,4,10,27,16,24
A#,33,1,13,1,1,16,4,52,48,4,14,12
B,1,20,36,3,26,1,10,4,6,17,10,21
