,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,5,1,3,8,4,22,1,3,2,4,25,2
C#,1,179,4,4,6,10,14,2,8,9,14,8
D,1,6,28,2,1,1,69,13,27,36,2,1
D#,8,7,1,139,5,6,6,1,6,1,6,15
E,4,4,2,7,110,2,4,10,4,4,5,4
F,9,8,1,3,24,11,6,13,9,2,5,9
F#,8,12,23,8,4,4,89,1,7,1,20,2
G,14,1,8,4,6,30,4,4,2,3,1,6
G#,4,6,17,3,4,8,5,1,40,3,5,20
A,4,11,1,2,1,1,3,1,2,20,17,1
A#,24,16,2,7,3,5,13,2,9,1,19,3
B,1,7,71,20,10,6,8,2,10,4,3,33
