,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,29,27,12,54,26,29,9,8,14,3,14,11
C#,25,68,3,59,60,30,75,13,24,13,10,6
D,232,3,18,10,12,6,12,8,9,15,6,4
D#,14,9,5,196,19,2,126,40,64,30,34,3
E,15,21,95,5,57,14,15,42,111,15,23,39
F,5,18,2,10,6,32,12,19,50,9,4,6
F#,15,24,3,39,9,7,99,32,27,66,49,60
G,25,30,108,30,17,7,11,17,29,12,24,7
G#,61,72,58,21,18,42,12,24,71,18,8,92
A,30,31,18,6,3,46,27,6,18,63,52,21
A#,13,42,10,66,15,8,4,6,8,13,40,20
B,4,28,32,47,92,3,21,7,14,18,4,112
