,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,18,6,11,19,14,21,11,16,19,19,20,10
C#,7,69,30,32,61,27,63,32,50,49,43,43
D,11,36,48,17,46,22,36,32,19,46,22,35
D#,22,32,16,57,27,10,64,13,32,13,38,39
E,16,60,38,29,59,20,57,48,29,40,36,44
F,9,29,29,11,22,27,22,13,44,18,18,23
F#,10,68,31,57,57,27,135,36,55,43,47,89
G,21,40,36,17,47,14,28,36,11,28,49,31
G#,14,44,25,37,24,34,47,14,58,16,44,43
A,21,30,38,12,33,19,44,45,14,67,23,47
A#,25,41,24,23,43,27,60,37,39,17,60,29
B,10,51,44,52,43,17,88,36,30,37,25,91
