,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,11,3,10,21,1,64,3,3,24,8,9,3
C#,4,32,2,87,19,19,26,1,11,47,11,1
D,8,4,14,10,5,164,1,13,1,7,31,178
D#,7,6,11,4,1,88,13,12,1,9,5,2
E,4,1,1,3,3,9,2,2,68,55,25,94
F,36,9,49,27,10,245,1,18,55,116,174,6
F#,43,9,61,8,5,7,16,1,69,4,21,4
G,1,1,4,7,1,28,4,3,2,1,21,1
G#,1,4,24,2,59,121,1,4,1,3,4,40
A,53,2,7,52,1,18,134,6,4,6,12,3
A#,8,44,129,21,4,82,5,11,3,10,22,3
B,3,11,6,4,132,23,3,100,6,107,7,7
