,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,137,33,14,133,39,88,17,71,101,30,58,13
C#,52,84,5,49,31,71,40,43,69,14,75,30
D,16,11,32,19,11,37,8,29,34,3,38,39
D#,126,84,21,179,13,45,47,95,142,26,103,33
E,37,38,9,13,38,5,16,24,34,18,25,24
F,63,78,46,86,9,111,21,32,89,26,62,24
F#,27,31,8,51,18,39,73,10,26,14,58,40
G,67,27,28,86,26,53,8,97,29,21,92,28
G#,123,67,35,133,32,78,59,41,163,7,46,41
A,30,22,6,24,5,28,23,12,16,25,9,10
A#,45,73,41,102,20,69,59,80,78,17,132,17
B,11,15,32,39,39,22,24,28,45,9,35,47
