,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,40,5,6,29,26,22,12,12,38,15,14,3
C#,9,25,5,27,21,10,1,14,27,5,15,9
D,5,3,7,5,2,14,2,8,20,2,5,4
D#,33,28,3,38,13,11,23,21,31,12,12,10
E,18,18,3,7,24,5,9,21,35,7,23,8
F,16,19,14,10,5,21,1,9,30,3,11,7
F#,9,4,2,16,11,2,15,4,10,3,4,11
G,16,17,5,20,19,6,1,21,11,8,22,2
G#,42,23,17,45,27,24,6,12,55,2,23,25
A,13,6,3,7,4,9,5,1,3,8,5,4
A#,17,16,9,21,18,11,3,24,17,125,30,1
B,4,4,3,9,9,11,13,1,24,3,3,16
