,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,5,5,1,1,4,1,12,3,7,7,5,3
C#,3,11,3,14,9,3,19,1,9,24,14,23
D,7,3,3,1,9,26,3,17,1,1,14,4
D#,8,17,1,5,34,4,12,5,13,3,2,27
E,6,29,16,34,21,2,9,19,9,6,4,25
F,52,5,1,2,3,2,4,1,2,3,1,1
F#,2,6,19,25,12,5,8,3,15,13,1,20
G,1,3,1,8,25,11,1,6,5,2,16,1
G#,1,14,5,7,33,6,16,1,18,12,7,15
A,5,4,3,13,6,3,28,2,14,9,4,13
A#,8,16,14,6,2,1,2,10,6,2,3,29
B,4,16,4,17,16,1,11,3,37,22,30,11
