,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,27,12,2,10,190,1,3,3,12,7,2,53
C#,9,232,15,9,54,48,63,2,22,35,5,21
D,9,19,22,3,11,11,15,4,3,3,8,10
D#,7,15,2,3,14,5,8,4,2,3,10,1
E,2,9,15,13,27,9,11,14,33,11,3,10
F,1,33,4,5,6,15,14,8,40,6,2,8
F#,3,39,6,6,23,17,45,8,22,46,2,13
G,3,9,3,2,4,12,10,23,52,8,5,4
G#,11,73,5,5,8,17,37,53,75,34,4,24
A,5,60,6,2,2,2,14,9,70,36,6,21
A#,2,4,2,6,2,7,1,4,6,9,10,7
B,52,10,26,3,3,4,9,7,9,47,2,20
