,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,6,2,21,2,45,5,6,6,4,59,4,35
C#,2,73,6,2,8,4,15,2,2,18,93,8
D,27,12,10,2,51,9,2,6,34,13,8,45
D#,2,6,6,2,20,60,6,128,147,6,49,6
E,54,6,80,12,40,65,4,22,11,61,2,28
F,10,4,20,10,68,34,5,27,2,19,4,7
F#,35,13,8,6,14,6,4,2,2,4,38,8
G,9,83,8,62,25,35,1,6,8,16,37,4
G#,5,57,23,111,22,14,4,8,13,15,2,19
A,51,14,8,12,55,24,16,26,19,33,12,52
A#,41,119,30,61,10,12,33,48,23,4,56,5
B,34,6,27,2,37,2,12,7,25,62,3,9
