,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,81,48,10,24,11,12,18,8,10,14,8,21
C#,32,425,60,10,69,54,167,37,69,99,28,97
D,13,68,127,11,41,37,78,27,23,36,10,67
D#,12,36,6,33,16,10,26,1,17,7,8,13
E,11,67,55,20,166,12,33,27,27,90,17,15
F,7,52,22,15,13,59,57,13,44,13,21,27
F#,18,145,96,24,48,41,222,12,44,89,20,85
G,6,32,20,2,31,14,32,76,14,16,18,21
G#,22,88,28,8,25,41,53,8,123,74,21,25
A,25,86,43,19,66,21,105,34,88,189,24,33
A#,11,40,19,8,12,16,15,8,22,19,81,21
B,27,59,52,11,42,26,38,31,35,87,16,131
