,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,135,58,21,78,61,103,31,70,114,35,69,11
C#,73,137,3,52,38,114,51,46,77,28,97,26
D,18,8,16,15,10,18,11,15,9,33,33,15
D#,96,62,16,113,9,62,56,35,66,33,68,7
E,67,55,13,27,69,14,12,31,29,22,31,13
F,99,115,31,79,36,129,25,38,87,39,84,16
F#,32,50,10,48,14,27,75,6,30,26,49,7
G,65,45,16,37,40,58,9,77,25,18,46,8
G#,71,79,12,77,38,106,26,39,135,9,46,19
A,47,27,20,24,26,50,28,11,8,41,27,7
A#,73,88,33,63,33,80,39,61,58,22,111,4
B,10,18,10,10,9,17,11,15,19,10,4,25
