,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,97,13,30,1,6,15,14,15,2,24,21,35
C#,12,80,101,8,36,3,19,36,5,72,13,55
D,42,145,609,2,230,39,72,108,22,118,13,77
D#,2,2,9,9,11,1,2,4,2,4,1,2
E,13,35,269,14,289,36,32,59,26,116,4,33
F,12,2,33,2,62,94,11,18,1,37,16,3
F#,11,14,50,6,73,15,87,51,5,60,6,25
G,17,31,93,6,62,28,83,165,10,53,44,44
G#,2,6,22,22,16,3,6,9,30,53,4,16
A,23,59,172,7,91,43,51,83,47,369,43,44
A#,14,12,17,1,8,12,4,35,6,50,84,22
B,28,28,72,3,42,2,22,51,12,76,20,101
