,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,4,16,19,10,1,7,23,1,35,12,56,1
C#,25,3,8,11,10,61,1,3,46,2,2,1
D,2,5,6,9,5,1,1,2,1,2,3,13
D#,4,23,8,8,2,28,10,1,16,3,13,3
E,1,8,1,21,14,18,4,8,4,3,3,7
F,20,38,35,40,16,34,27,21,37,1,23,2
F#,29,8,2,18,1,45,12,1,30,3,7,1
G,25,4,5,66,3,1,2,11,51,1,19,1
G#,58,51,2,12,4,31,77,22,54,7,49,19
A,4,1,3,5,3,4,1,1,1,3,11,3
A#,8,11,1,2,12,5,2,30,92,1,23,19
B,1,9,6,1,6,1,1,6,3,1,13,13
