,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,43,10,3,40,18,34,4,9,6,30,10,10
C#,6,6,5,2,2,11,4,2,6,2,5,28
D,1,7,10,1,1,7,11,13,1,3,24,2
D#,5,4,1,3,6,4,44,1,2,1,17,29
E,13,1,2,3,7,7,1,13,17,5,9,2
F,40,9,9,4,7,17,3,9,3,18,5,6
F#,5,2,2,2,4,1,26,2,2,3,1,29
G,20,7,6,3,4,13,6,17,2,5,5,5
G#,3,3,1,2,15,7,2,3,7,1,5,1
A,16,1,13,1,5,21,15,7,1,24,4,2
A#,19,8,7,2,11,5,1,13,66,2,6,2
B,1,21,4,25,3,3,24,1,2,1,13,6
