,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,46,23,2,60,7,1,6,7,34,1,4,47
C#,4,3,2,11,12,29,1,7,4,2,1,29
D,9,4,9,19,11,14,68,2,6,21,42,4
D#,42,6,8,110,18,30,2,77,36,21,117,33
E,15,6,24,25,35,1,20,51,6,21,6,93
F,2,2,20,10,2,22,4,20,15,8,45,1
F#,14,10,2,22,14,4,2,11,2,23,2,29
G,12,4,12,49,89,1,22,44,17,3,75,22
G#,26,14,10,17,12,28,4,4,21,12,48,22
A,2,10,18,2,27,1,2,29,4,11,2,18
A#,12,3,44,155,6,38,1,61,17,4,95,26
B,22,12,1,22,68,5,39,5,29,46,27,90
