,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C,16,18,22,109,10,37,9,0,3,0,57,0
C#,26,118,12,20,18,120,59,2,11,3,19,3
D,3,13,82,20,18,94,3,15,19,0,44,0
D#,10,30,8,11,3,60,23,107,32,44,7,0
E,0,6,9,1,6,6,3,8,3,12,1,12
F,24,46,3,26,9,30,24,28,69,42,109,15
F#,0,18,6,3,0,24,35,7,24,29,24,0
G,33,9,9,21,0,19,0,27,5,26,76,0
G#,61,47,15,3,3,16,11,9,24,5,17,0
A,52,29,3,43,0,0,0,12,1,16,50,3
A#,53,71,115,78,0,19,3,10,18,32,31,6
B,3,6,27,0,0,0,0,0,3,0,0,30
